x,y
0,0.0
100,0.0
200,0.0
300,0.001
400,0.001
500,0.002
600,0.005
700,0.005
800,0.01
900,0.016
1000,0.019
1100,0.027
1200,0.031
1300,0.038
1400,0.042
1500,0.053
1600,0.06
1700,0.068
1800,0.08
1900,0.094
2000,0.106
2100,0.12
2200,0.139
2300,0.153
2400,0.164
2500,0.174
2600,0.186
2700,0.2
2800,0.214
2900,0.231
3000,0.24
3100,0.255
3200,0.27
3300,0.28
3400,0.294
3500,0.308
3600,0.323
3700,0.334
3800,0.353
3900,0.363
4000,0.375
4100,0.391
4200,0.401
4300,0.417
4400,0.432
4500,0.44
4600,0.454
4700,0.464
4800,0.474
4900,0.49
5000,0.496
5100,0.508
5200,0.521
5300,0.53
5400,0.543
5500,0.558
5600,0.572
5700,0.579
5800,0.592
5900,0.604
6000,0.619
6100,0.629
6200,0.639
6300,0.649
6400,0.656
6500,0.665
6600,0.674
6700,0.686
6800,0.696
6900,0.707
7000,0.715
7100,0.725
7200,0.728
7300,0.734
7400,0.741
7500,0.747
7600,0.754
7700,0.76
7800,0.767
7900,0.773
8000,0.784
