x,y
0,0.0
100,0.036
200,0.066
300,0.097
400,0.123
500,0.154
600,0.181
700,0.211
800,0.232
900,0.253
1000,0.276
1100,0.308
1200,0.332
1300,0.363
1400,0.381
1500,0.395
1600,0.413
1700,0.436
1800,0.455
1900,0.465
2000,0.488
2100,0.5
2200,0.515
2300,0.534
2400,0.546
2500,0.557
2600,0.577
2700,0.595
2800,0.61
2900,0.621
3000,0.633
3100,0.643
3200,0.652
3300,0.664
3400,0.675
3500,0.684
3600,0.702
3700,0.711
3800,0.716
3900,0.725
4000,0.735
4100,0.748
4200,0.756
4300,0.762
4400,0.768
4500,0.775
4600,0.779
4700,0.781
4800,0.789
4900,0.797
5000,0.804
5100,0.811
5200,0.816
5300,0.825
5400,0.83
5500,0.838
5600,0.845
5700,0.849
5800,0.854
5900,0.857
6000,0.863
6100,0.868
6200,0.872
6300,0.874
6400,0.88
6500,0.882
6600,0.883
6700,0.887
6800,0.893
6900,0.894
7000,0.899
7100,0.903
7200,0.905
7300,0.911
7400,0.915
7500,0.918
7600,0.924
7700,0.924
7800,0.925
7900,0.927
8000,0.93
